geonameid,name,asciiname,lat,lon,feature_class,feature_code,country,admin1,admin2,population,timezone
451747,Zyabrikovo,Zyabrikovo,56.84665,34.7048,P,PPL,RU,77,,0,Europe/Moscow
451748,Znamenka,Znamenka,56.74087,34.02323,P,PPL,RU,77,,0,Europe/Moscow
451749,Zhukovo,Zhukovo,57.26429,34.20956,P,PPL,RU,77,,0,Europe/Moscow
451750,Zhitovo,Zhitovo,57.29693,34.41848,P,PPL,RU,77,,0,Europe/Moscow
451751,Zhitnikovo,Zhitnikovo,57.20064,34.57831,P,PPL,RU,77,,0,Europe/Moscow
451752,Zhelezovo,Zhelezovo,57.02591,34.51886,P,PPL,RU,77,,0,Europe/Moscow
451753,Zelëntsyno,Zelentsyno,56.73452,34.92011,P,PPL,RU,77,,0,Europe/Moscow
451754,Zelënaya Niva,Zelenaya Niva,57.1711,34.76977,P,PPL,RU,77,,0,Europe/Moscow
451755,Zasten’ye,Zasten'ye,57.27055,34.73,P,PPL,RU,77,,0,Europe/Moscow
451756,Zarech’ye,Zarech'ye,56.68265,34.70984,P,PPL,RU,77,,0,Europe/Moscow
451757,Zamush’ye,Zamush'ye,57.22984,34.77983,P,PPL,RU,77,,0,Europe/Moscow
451758,Zaleden’ye,Zaleden'ye,57.12851,34.26788,P,PPLQ,RU,77,,0,Europe/Moscow
451760,Zador’ye,Zador'ye,56.85239,34.49864,P,PPL,RU,77,,0,Europe/Moscow
451761,Zabolot’ye,Zabolot'ye,56.74771,34.84792,P,PPL,RU,77,,0,Europe/Moscow
451762,Yeskino,Yeskino,57.07916,34.78913,P,PPL,RU,77,,0,Europe/Moscow
451763,Yereshkino,Yereshkino,57.22681,34.58422,P,PPL,RU,77,,0,Europe/Moscow
451764,Yeremeyki,Yeremeyki,56.81639,34.92389,P,PPL,RU,77,,0,Europe/Moscow
451765,Yelizavetino,Yelizavetino,56.7813,34.49321,P,PPL,RU,77,,0,Europe/Moscow
451767,Yegor’ye,Yegor'ye,57.02174,34.29403,P,PPL,RU,77,,0,Europe/Moscow
451768,Yefremovo,Yefremovo,57.06001,34.74787,P,PPL,RU,77,,0,Europe/Moscow
451769,Yavidovo,Yavidovo,56.87068,34.51994,P,PPL,RU,77,,0,Europe/Moscow
451770,Yasnaya Polyana,Yasnaya Polyana,56.93054,34.54696,P,PPL,RU,77,,0,Europe/Moscow
451771,Yasnaya Polyana,Yasnaya Polyana,56.90599,34.97555,P,PPL,RU,77,,0,Europe/Moscow
451772,Yakutino,Yakutino,56.99404,34.9857,P,PPL,RU,77,,0,Europe/Moscow
451773,Yakshino,Yakshino,57.08518,34.60433,P,PPL,RU,77,,0,Europe/Moscow
451774,Yakovlevo,Yakovlevo,57.3122,34.12509,P,PPL,RU,77,,0,Europe/Moscow
451775,Yakimovo,Yakimovo,57.14907,34.60264,P,PPL,RU,77,,0,Europe/Moscow
451776,Vysokoye,Vysokoye,56.98226,34.43519,P,PPL,RU,77,,0,Europe/Moscow
451777,Vysokoye,Vysokoye,56.8213,34.52753,P,PPL,RU,77,,0,Europe/Moscow
451778,Vyshgorod,Vyshgorod,56.9323,34.36491,P,PPL,RU,77,,0,Europe/Moscow
451781,Vpered,Vpered,56.94095,34.43464,P,PPL,RU,77,,0,Europe/Moscow
451782,Vostsy,Vostsy,57.15375,34.82483,P,PPL,RU,77,,0,Europe/Moscow
451783,Voronovo,Voronovo,57.02926,34.46772,P,PPL,RU,77,,0,Europe/Moscow
451784,Voronovo,Voronovo,56.78582,34.03805,P,PPL,RU,77,,0,Europe/Moscow
451785,Vorob’yevo,Vorob'yevo,57.16933,34.90437,P,PPL,RU,77,,0,Europe/Moscow
451787,Volosovo,Volosovo,57.04292,34.56479,P,PPL,RU,77,,0,Europe/Moscow
451789,Volochagino,Volochagino,56.70458,34.42898,P,PPL,RU,77,,0,Europe/Moscow
451790,Vladychno,Vladychno,57.27655,34.47071,P,PPL,RU,77,,0,Europe/Moscow
451791,Vishenki,Vishenki,56.81603,34.61915,P,PPL,RU,77,,0,Europe/Moscow
451795,Velikosel’ye,Velikosel'ye,56.76512,34.85882,P,PPL,RU,77,,0,Europe/Moscow
451796,Velemozh’ye,Velemozh'ye,57.10735,34.43741,P,PPL,RU,77,,0,Europe/Moscow
451797,Vechernyaya Zarya,Vechernyaya Zarya,56.93608,34.42266,P,PPL,RU,77,,0,Europe/Moscow
451798,Vasil’yevo,Vasil'yevo,56.77807,34.65301,P,PPL,RU,77,,0,Europe/Moscow
451799,Upryshkino,Upryshkino,57.0886,34.50424,P,PPL,RU,77,,0,Europe/Moscow
451800,Ul’yanovo,Ul'yanovo,57.08376,34.34988,P,PPL,RU,77,,0,Europe/Moscow
451801,Ulitkino,Ulitkino,57.27638,34.5553,P,PPL,RU,77,,0,Europe/Moscow
451802,Udal’tsovo,Udal'tsovo,57.19599,34.55373,P,PPL,RU,77,,0,Europe/Moscow
451803,Tveretskiy,Tveretskiy,57.26385,34.82953,P,PPL,RU,77,,0,Europe/Moscow
451804,Turlayevo,Turlayevo,57.23878,34.34752,P,PPL,RU,77,,0,Europe/Moscow
451805,Turkovo,Turkovo,56.74924,34.15238,P,PPL,RU,77,,0,Europe/Moscow
451806,Tsapushevo,Tsapushevo,56.80251,34.68958,P,PPL,RU,77,,0,Europe/Moscow
451809,Treskovo,Treskovo,57.0205,34.45992,P,PPL,RU,77,,0,Europe/Moscow
451811,Timoshkino,Timoshkino,57.19533,34.87121,P,PPL,RU,77,,0,Europe/Moscow
451812,Timonino,Timonino,56.8097,34.91775,P,PPL,RU,77,,0,Europe/Moscow
451813,Timofeyevo,Timofeyevo,57.0061,34.60744,P,PPL,RU,77,,0,Europe/Moscow
451815,Telitsyno,Telitsyno,57.19886,34.8971,P,PPL,RU,77,,0,Europe/Moscow
451818,Syrkovo,Syrkovo,57.00359,34.51981,P,PPL,RU,77,,0,Europe/Moscow
451819,Svoboda,Svoboda,56.96613,34.19721,P,PPL,RU,77,,0,Europe/Moscow
451820,Sverchkovo,Sverchkovo,56.82755,34.61065,P,PPL,RU,77,,0,Europe/Moscow
451821,Sutoki,Sutoki,57.17889,34.27454,P,PPL,RU,77,,0,Europe/Moscow
451822,Sukhoy Ruchey,Sukhoy Ruchey,56.99787,34.38928,P,PPL,RU,77,,0,Europe/Moscow
451823,Stupnevo,Stupnevo,57.08113,34.57708,P,PPL,RU,77,,0,Europe/Moscow
451824,Stukshino,Stukshino,56.68851,34.78528,P,PPL,RU,77,,0,Europe/Moscow
451825,Strubishche,Strubishche,57.16038,34.64929,P,PPL,RU,77,,0,Europe/Moscow
451826,Stroyevichi,Stroyevichi,56.82265,34.80191,P,PPL,RU,77,,0,Europe/Moscow
451827,Strenevo,Strenevo,56.68604,34.42764,P,PPL,RU,77,,0,Europe/Moscow
451828,Strana Sovetov,Strana Sovetov,56.78952,34.11155,P,PPL,RU,77,,0,Europe/Moscow
451829,Stepurino,Stepurino,57.21477,34.81292,P,PPL,RU,77,,0,Europe/Moscow
451830,Stepankovo,Stepankovo,56.71673,34.35599,P,PPL,RU,77,,0,Europe/Moscow
451832,Staroye Malinovo,Staroye Malinovo,57.14858,34.51892,P,PPL,RU,77,,0,Europe/Moscow
451833,Staroye Kitovo,Staroye Kitovo,57.2161,34.43095,P,PPL,RU,77,,0,Europe/Moscow
451834,Staroye,Staroye,56.8418,34.73122,P,PPL,RU,77,,0,Europe/Moscow
451835,Stany,Stany,56.79454,34.3125,P,PPL,RU,77,,0,Europe/Moscow
451836,Spirovo,Spirovo,57.10357,34.47102,P,PPL,RU,77,,0,Europe/Moscow
451838,Sosenka,Sosenka,57.10082,34.72524,P,PPL,RU,77,,0,Europe/Moscow
451839,Sorokino,Sorokino,56.94356,34.13368,P,PPL,RU,77,,0,Europe/Moscow
451842,Sokolovo,Sokolovo,57.09337,34.59095,P,PPL,RU,77,,0,Europe/Moscow
451843,Sokolino,Sokolino,57.18522,34.68549,P,PPL,RU,77,,0,Europe/Moscow
451844,Snegirëvo,Snegirevo,56.86099,34.90253,P,PPL,RU,77,,0,Europe/Moscow
451845,Smerdovo,Smerdovo,57.08446,34.70564,P,PPL,RU,77,,0,Europe/Moscow
451846,Slonovo,Slonovo,56.83463,34.81326,P,PPL,RU,77,,0,Europe/Moscow
451847,Slapikhino,Slapikhino,56.97014,34.54252,P,PPL,RU,77,,0,Europe/Moscow
451848,Skrylëvo,Skrylevo,56.88114,34.47642,P,PPL,RU,77,,0,Europe/Moscow
451849,Skrylëvo,Skrylevo,56.84076,34.40324,P,PPL,RU,77,,0,Europe/Moscow
451850,Skripkovo,Skripkovo,57.00301,34.85056,P,PPL,RU,77,,0,Europe/Moscow
451851,Sidorovo,Sidorovo,57.21631,34.38399,P,PPL,RU,77,,0,Europe/Moscow
451852,Shuvalov,Shuvalov,56.94284,34.44036,P,PPL,RU,77,,0,Europe/Moscow
451853,Shchilovo,Shchilovo,57.00782,34.56777,P,PPL,RU,77,,0,Europe/Moscow
451854,Shchemelinino,Shchemelinino,56.82786,34.84024,P,PPL,RU,77,,0,Europe/Moscow
451856,Shchegolevo,Shchegolevo,56.89742,34.44873,P,PPL,RU,77,,0,Europe/Moscow
451857,Shashkovo,Shashkovo,57.19123,34.28458,P,PPL,RU,77,,0,Europe/Moscow
451858,Shaplovo,Shaplovo,56.91831,34.30227,P,PPL,RU,77,,0,Europe/Moscow
451860,Senchukovo,Senchukovo,56.67127,34.76237,P,PPL,RU,77,,0,Europe/Moscow
451862,Selino,Selino,56.9928,34.53119,P,PPL,RU,77,,0,Europe/Moscow
451864,Selikhovo,Selikhovo,57.03465,34.64079,P,PPL,RU,77,,0,Europe/Moscow
451866,Samotelki,Samotelki,56.93594,34.664,P,PPL,RU,77,,0,Europe/Moscow
451867,Sakharikha,Sakharikha,57.14528,34.88707,P,PPL,RU,77,,0,Europe/Moscow
451868,Sadok,Sadok,56.96499,34.86447,P,PPL,RU,77,,0,Europe/Moscow
451869,Saburovo,Saburovo,57.01586,34.06202,P,PPL,RU,77,,0,Europe/Moscow
451871,Ryukhovo,Ryukhovo,56.94116,34.07782,P,PPL,RU,77,,0,Europe/Moscow
451872,Rylovo,Rylovo,56.71154,34.42717,P,PPL,RU,77,,0,Europe/Moscow
451874,Ryabinikha,Ryabinikha,56.78703,34.3918,P,PPL,RU,77,,0,Europe/Moscow
451875,Rozhnovo,Rozhnovo,56.84773,34.81289,P,PPL,RU,77,,0,Europe/Moscow
451876,Red’kino,Red'kino,57.29024,34.59566,P,PPL,RU,77,,0,Europe/Moscow
451877,Red’kino,Red'kino,56.78098,34.53424,P,PPL,RU,77,,0,Europe/Moscow
451880,Ratmirovo,Ratmirovo,57.24103,34.18679,P,PPL,RU,77,,0,Europe/Moscow
451881,Rashkino,Rashkino,56.99274,34.64928,P,PPL,RU,77,,0,Europe/Moscow
451883,Radilovo,Radilovo,56.88746,34.84681,P,PPL,RU,77,,0,Europe/Moscow
451884,Puzakovo,Puzakovo,57.00843,34.30681,P,PPL,RU,77,,0,Europe/Moscow
451885,Pustoradikha,Pustoradikha,56.73218,34.36294,P,PPL,RU,77,,0,Europe/Moscow
451886,Prutenka,Prutenka,57.11024,34.95362,P,PPL,RU,77,,0,Europe/Moscow
451887,Prusovo,Prusovo,56.87733,34.47257,P,PPL,RU,77,,0,Europe/Moscow
451889,Proletarka,Proletarka,56.99752,34.1437,P,PPL,RU,77,,0,Europe/Moscow
451891,Vysokoye,Vysokoye,56.69912,34.90271,P,PPL,RU,77,,0,Europe/Moscow
451892,Popovo,Popovo,56.9295,34.5062,P,PPL,RU,77,,0,Europe/Moscow
451893,Polishino,Polishino,56.82077,34.49975,P,PPL,RU,77,,0,Europe/Moscow
451894,Podsosen’ye,Podsosen'ye,57.20421,34.54703,P,PPL,RU,77,,0,Europe/Moscow
451895,Podol’tsy,Podol'tsy,57.10811,34.56027,P,PPL,RU,77,,0,Europe/Moscow
451898,Petrovo,Petrovo,57.27551,34.61445,P,PPL,RU,77,,0,Europe/Moscow
451899,Petrovo,Petrovo,57.19994,34.31965,P,PPL,RU,77,,0,Europe/Moscow
451900,Petrishchevo,Petrishchevo,56.69362,34.40143,P,PPL,RU,77,,0,Europe/Moscow
451901,Peschanki,Peschanki,56.8734,34.66884,P,PPL,RU,77,,0,Europe/Moscow
451902,Pervoye Maya,Pervoye Maya,57.02031,34.59927,P,PPL,RU,77,,0,Europe/Moscow
451903,Pekishevo,Pekishevo,56.89792,34.33375,P,PPL,RU,77,,0,Europe/Moscow
451904,Pechnikovo,Pechnikovo,57.24149,34.20677,P,PPL,RU,77,,0,Europe/Moscow
451905,Pavlovskoye,Pavlovskoye,57.16239,34.30689,P,PPL,RU,77,,0,Europe/Moscow
451906,Pavlovskoye,Pavlovskoye,56.68081,34.67509,P,PPL,RU,77,,0,Europe/Moscow
451907,Patrakovo,Patrakovo,56.75165,34.69534,P,PPL,RU,77,,0,Europe/Moscow
451908,Pavlushkovo,Pavlushkovo,56.78195,34.10601,P,PPL,RU,77,,0,Europe/Moscow
451909,Pankratovo,Pankratovo,56.83709,34.67509,P,PPL,RU,77,,0,Europe/Moscow
451910,Pan’kovo,Pan'kovo,57.32078,34.3658,P,PPL,RU,77,,0,Europe/Moscow
451914,Ozeretskoye,Ozeretskoye,57.03219,34.05829,P,PPL,RU,77,,0,Europe/Moscow
451917,Orekhovo,Orekhovo,56.86704,34.03252,P,PPL,RU,77,,0,Europe/Moscow
451919,Oblovo,Oblovo,57.04877,34.12661,P,PPLX,RU,77,,0,Europe/Moscow
451920,Novyy,Novyy,57.26487,34.22659,P,PPL,RU,77,,0,Europe/Moscow
451921,Novoye Malinovo,Novoye Malinovo,57.15637,34.51395,P,PPL,RU,77,,0,Europe/Moscow
451922,Novoye Kitovo,Novoye Kitovo,57.20625,34.41684,P,PPL,RU,77,,0,Europe/Moscow
451923,Novopetrovskoye,Novopetrovskoye,56.79566,34.56617,P,PPL,RU,77,,0,Europe/Moscow
451924,Novoaleksandrovka,Novoaleksandrovka,56.82321,34.84393,P,PPL,RU,77,,0,Europe/Moscow
451925,Novinki,Novinki,57.0083,34.78585,P,PPL,RU,77,,0,Europe/Moscow
451926,Novinki,Novinki,56.90015,34.74492,P,PPL,RU,77,,0,Europe/Moscow
451927,Novgorodskoye,Novgorodskoye,56.83898,34.9833,P,PPL,RU,77,,0,Europe/Moscow
451928,Noskovo,Noskovo,56.9739,34.44459,P,PPL,RU,77,,0,Europe/Moscow
451930,Niva,Niva,56.90246,34.78547,P,PPL,RU,77,,0,Europe/Moscow
451931,Nikol’skoye,Nikol'skoye,56.66684,34.4654,P,PPL,RU,77,,0,Europe/Moscow
451932,Nikola-Bor,Nikola-Bor,57.25008,34.81508,P,PPL,RU,77,,0,Europe/Moscow
451933,Nesterovo,Nesterovo,56.70262,34.8597,P,PPL,RU,77,,0,Europe/Moscow
451935,Nerudnyy,Nerudnyy,56.89099,34.74566,P,PPL,RU,77,,0,Europe/Moscow
451936,Nemchino,Nemchino,56.81045,34.62392,P,PPL,RU,77,,0,Europe/Moscow
451938,Nebrokhino,Nebrokhino,56.97651,34.53907,P,PPL,RU,77,,0,Europe/Moscow
451941,Moshnik,Moshnik,57.04785,34.45,P,PPL,RU,77,,0,Europe/Moscow
451942,Moshkovo,Moshkovo,57.30854,34.53794,P,PPL,RU,77,,0,Europe/Moscow
451944,Mishkovo,Mishkovo,57.08068,34.61968,P,PPL,RU,77,,0,Europe/Moscow
451945,Mishevo,Mishevo,56.97825,34.26705,P,PPL,RU,77,,0,Europe/Moscow
451946,Minino,Minino,56.70315,34.48691,P,PPL,RU,77,,0,Europe/Moscow
451947,Mikhaylovo,Mikhaylovo,56.84583,34.57145,P,PPL,RU,77,,0,Europe/Moscow
451948,Mikhalkovo,Mikhalkovo,56.72359,34.41454,P,PPL,RU,77,,0,Europe/Moscow
451950,Mezhostrovo,Mezhostrovo,56.91771,34.65096,P,PPL,RU,77,,0,Europe/Moscow
451951,Medvezh’ye,Medvezh'ye,57.02392,34.40675,P,PPL,RU,77,,0,Europe/Moscow
451952,Medvedkovo,Medvedkovo,57.00948,34.85878,P,PPL,RU,77,,0,Europe/Moscow
451953,Medvedkovo,Medvedkovo,56.97237,34.51429,P,PPL,RU,77,,0,Europe/Moscow
451954,Medvedevo,Medvedevo,57.29293,34.08326,P,PPL,RU,77,,0,Europe/Moscow
451955,Mayskiy,Mayskiy,56.96877,34.17399,P,PPL,RU,77,,0,Europe/Moscow
451957,Maslovo,Maslovo,57.00241,34.65367,P,PPL,RU,77,,0,Europe/Moscow
451958,Mashutino,Mashutino,57.04162,34.70921,P,PPL,RU,77,,0,Europe/Moscow
451959,Mashkino,Mashkino,57.21537,34.49823,P,PPL,RU,77,,0,Europe/Moscow
451960,Manuylovo,Manuylovo,57.04947,34.57527,P,PPL,RU,77,,0,Europe/Moscow
451961,Malyy Borok,Malyy Borok,57.03377,34.58057,P,PPL,RU,77,,0,Europe/Moscow
451962,Maloye-Kapkovo,Maloye-Kapkovo,56.68572,34.35138,P,PPL,RU,77,,0,Europe/Moscow
451963,Maloye Svyattsovo,Maloye Svyattsovo,57.1201,34.59764,P,PPL,RU,77,,0,Europe/Moscow
451964,Maloye Korostkovo,Maloye Korostkovo,56.93143,34.48046,P,PPL,RU,77,,0,Europe/Moscow
451965,Maloye Khoroshevo,Maloye Khoroshevo,56.73316,34.23603,P,PPL,RU,77,,0,Europe/Moscow
451966,Maloye Khor’kino,Maloye Khor'kino,57.01814,34.15118,P,PPLX,RU,77,,0,Europe/Moscow
451967,Maloye Il’ino,Maloye Il'ino,57.0183,34.33187,P,PPL,RU,77,,0,Europe/Moscow
451968,Maksimkovo,Maksimkovo,57.07533,34.39894,P,PPL,RU,77,,0,Europe/Moscow
451970,Lunyakovo,Lunyakovo,56.79325,34.87003,P,PPL,RU,77,,0,Europe/Moscow
451971,L’nozavod,L'nozavod,56.66751,34.39576,P,PPL,RU,77,,0,Europe/Moscow
451972,Leshilovo,Leshilovo,56.86232,34.09828,P,PPL,RU,77,,0,Europe/Moscow
451973,Lepeshkino,Lepeshkino,56.83382,34.83818,P,PPL,RU,77,,0,Europe/Moscow
451975,Lavrovo,Lavrovo,57.28189,34.26053,P,PPL,RU,77,,0,Europe/Moscow
451976,Lava,Lava,56.72511,34.13889,P,PPL,RU,77,,0,Europe/Moscow
451978,Latygorevo,Latygorevo,57.21766,34.32939,P,PPL,RU,77,,0,Europe/Moscow
451979,Kuzovkovo,Kuzovkovo,57.11382,34.49064,P,PPL,RU,77,,0,Europe/Moscow
451980,Kuzhlevo,Kuzhlevo,57.1258,34.98032,P,PPL,RU,77,,0,Europe/Moscow
451981,Kurovo-Pokrovskoye,Kurovo-Pokrovskoye,56.72959,34.73801,P,PPL,RU,77,,0,Europe/Moscow
451982,Kunilovo,Kunilovo,56.97116,34.46299,P,PPL,RU,77,,0,Europe/Moscow
451983,Kuklino,Kuklino,57.14064,34.72132,P,PPL,RU,77,,0,Europe/Moscow
451984,Kryukovo,Kryukovo,57.12474,34.94459,P,PPL,RU,77,,0,Europe/Moscow
451985,Krasnyye Zori,Krasnyye Zori,56.80953,34.71243,P,PPL,RU,77,,0,Europe/Moscow
451986,Krasnyye Ugly,Krasnyye Ugly,57.03956,34.00479,P,PPL,RU,77,,0,Europe/Moscow
451987,Krasnoye,Krasnoye,57.05812,34.63403,P,PPL,RU,77,,0,Europe/Moscow
451988,Kozhevnikovo,Kozhevnikovo,56.69165,34.73552,P,PPL,RU,77,,0,Europe/Moscow
451989,Kostromka,Kostromka,56.80129,34.86782,P,PPL,RU,77,,0,Europe/Moscow
451990,Kostkovo,Kostkovo,57.05218,34.52327,P,PPL,RU,77,,0,Europe/Moscow
451991,Kosteshino,Kosteshino,57.1883,34.77744,P,PPL,RU,77,,0,Europe/Moscow
451992,Kosteshino,Kosteshino,57.0002,34.89879,P,PPL,RU,77,,0,Europe/Moscow
451993,Korytnikovo,Korytnikovo,57.21411,34.51337,P,PPL,RU,77,,0,Europe/Moscow
451994,Koryayevo,Koryayevo,56.87163,34.76161,P,PPL,RU,77,,0,Europe/Moscow
451995,Korovkino,Korovkino,56.73084,34.21513,P,PPL,RU,77,,0,Europe/Moscow
451996,Korotkovo,Korotkovo,56.81755,34.62909,P,PPL,RU,77,,0,Europe/Moscow
451998,Korobovo,Korobovo,56.73401,34.00316,P,PPL,RU,77,,0,Europe/Moscow
451999,Korobino,Korobino,56.76261,34.70769,P,PPL,RU,77,,0,Europe/Moscow
452000,Kornevki,Kornevki,56.69645,34.72474,P,PPL,RU,77,,0,Europe/Moscow
452002,Koptevo,Koptevo,56.8164,34.91303,P,PPL,RU,77,,0,Europe/Moscow
452003,Konyashino,Konyashino,56.68736,34.36431,P,PPL,RU,77,,0,Europe/Moscow
452004,Konokovo,Konokovo,57.2125,33.99625,P,PPL,RU,77,,0,Europe/Moscow
452006,Kocherovo,Kocherovo,57.0108,34.82136,P,PPL,RU,77,,0,Europe/Moscow
452008,Kiselëvo,Kiselevo,56.99065,34.14157,P,PPL,RU,77,,0,Europe/Moscow
452010,Khvoshnya,Khvoshnya,57.03029,34.26886,P,PPL,RU,77,,0,Europe/Moscow
452011,Khudyakovo,Khudyakovo,57.15001,34.92542,P,PPL,RU,77,481984,0,Europe/Moscow
452012,Khrychevo,Khrychevo,56.90329,34.37129,P,PPL,RU,77,,0,Europe/Moscow
452013,Khrapyni,Khrapyni,56.73195,34.43526,P,PPL,RU,77,,0,Europe/Moscow
452014,Khoroshovo,Khoroshovo,56.71336,34.30431,P,PPL,RU,77,,0,Europe/Moscow
452015,Khmelëvo,Khmelevo,57.17114,34.09293,P,PPL,RU,77,,0,Europe/Moscow
452016,Khlyshchëvo,Khlyshchevo,56.85744,34.99103,P,PPL,RU,77,,0,Europe/Moscow
452018,Kazitsyno,Kazitsyno,57.19009,34.65033,P,PPL,RU,77,,0,Europe/Moscow
452019,Katushkino,Katushkino,57.01821,34.48964,P,PPL,RU,77,,0,Europe/Moscow
452020,Kashayevo,Kashayevo,56.92636,34.90084,P,PPL,RU,77,,0,Europe/Moscow
452021,Karmanovo,Karmanovo,57.20034,34.27192,P,PPL,RU,77,,0,Europe/Moscow
452022,Karmanikha,Karmanikha,56.81165,33.99694,P,PPL,RU,77,,0,Europe/Moscow
452023,Karavaytsevo,Karavaytsevo,56.90345,34.28947,P,PPL,RU,77,,0,Europe/Moscow
452026,Kaftyrevo,Kaftyrevo,56.82204,34.46316,P,PPL,RU,77,,0,Europe/Moscow
452027,Ivankovo,Ivankovo,57.22241,34.11991,P,PPL,RU,77,,0,Europe/Moscow
452028,Ivankovo,Ivankovo,56.83342,34.50408,P,PPL,RU,77,,0,Europe/Moscow
452029,Isakovo,Isakovo,56.98654,34.78315,P,PPL,RU,77,,0,Europe/Moscow
452031,Iovlevo,Iovlevo,56.66784,34.74353,P,PPL,RU,77,,0,Europe/Moscow
452033,Ileykino,Ileykino,56.67282,34.34844,P,PPL,RU,77,,0,Europe/Moscow
452034,Greshnevo,Greshnevo,56.72655,34.44093,P,PPL,RU,77,,0,Europe/Moscow
452035,Grankoz,Grankoz,56.97409,34.48282,P,PPL,RU,77,,0,Europe/Moscow
452037,Goryanki,Goryanki,56.86463,34.84168,P,PPL,RU,77,,0,Europe/Moscow
452038,Gory,Gory,56.86973,34.65442,P,PPL,RU,77,,0,Europe/Moscow
452039,Gornitsy,Gornitsy,57.20994,34.34421,P,PPL,RU,77,,0,Europe/Moscow
452040,Goritsy,Goritsy,57.03701,34.4219,P,PPL,RU,77,,0,Europe/Moscow
452042,Goritsy,Goritsy,56.72176,34.70081,P,PPL,RU,77,,0,Europe/Moscow
452044,Golobovo,Golobovo,57.13127,34.70775,P,PPL,RU,77,,0,Europe/Moscow
452045,Glinki,Glinki,57.08412,34.57946,P,PPL,RU,77,,0,Europe/Moscow
452046,Glebovo,Glebovo,57.26577,34.19836,P,PPL,RU,77,,0,Europe/Moscow
452047,Glebovo,Glebovo,57.22346,34.61319,P,PPL,RU,77,,0,Europe/Moscow
452048,Glazuny,Glazuny,56.72763,34.48752,P,PPL,RU,77,,0,Europe/Moscow
452051,Gari,Gari,57.05669,34.83588,P,PPL,RU,77,,0,Europe/Moscow
452052,Fomishikha,Fomishikha,56.82318,34.39256,P,PPL,RU,77,,0,Europe/Moscow
452054,Fomino,Fomino,56.83785,34.60066,P,PPL,RU,77,,0,Europe/Moscow
452056,Fedorkovo,Fedorkovo,56.90118,34.52507,P,PPL,RU,77,,0,Europe/Moscow
452058,Dyatlovo,Dyatlovo,56.99297,34.45199,P,PPL,RU,77,,0,Europe/Moscow
452059,Dvortsy,Dvortsy,56.6648,34.40965,P,PPL,RU,77,,0,Europe/Moscow
452060,Duplevo,Duplevo,57.31513,34.33211,P,PPL,RU,77,,0,Europe/Moscow
452061,Dulovo,Dulovo,56.79018,34.58083,P,PPL,RU,77,,0,Europe/Moscow
452062,Dubrovka,Dubrovka,57.29189,34.56041,P,PPL,RU,77,,0,Europe/Moscow
452063,Dubrovka,Dubrovka,56.99793,34.98397,P,PPL,RU,77,,0,Europe/Moscow
452064,Dubki,Dubki,56.9521,34.76198,P,PPL,RU,77,,0,Europe/Moscow
452065,Drozdovo,Drozdovo,57.33047,34.3477,P,PPL,RU,77,,0,Europe/Moscow
452066,Doronkino,Doronkino,57.07027,34.33155,P,PPL,RU,77,,0,Europe/Moscow
452067,Dorofeyki,Dorofeyki,56.79886,34.89281,P,PPL,RU,77,,0,Europe/Moscow
452068,Dorki,Dorki,56.91361,34.91639,P,PPL,RU,77,,0,Europe/Moscow
452069,Dmitrovskoye,Dmitrovskoye,56.80971,34.51329,P,PPL,RU,77,,0,Europe/Moscow
452070,Dityatkino,Dityatkino,57.16967,34.85046,P,PPL,RU,77,,0,Europe/Moscow
452071,Dalekushi,Dalekushi,56.91919,34.44282,P,PPL,RU,77,,0,Europe/Moscow
452072,Churikovo,Churikovo,57.0922,34.90569,P,PPL,RU,77,,0,Europe/Moscow
452073,Churikovo,Churikovo,56.91273,34.93842,P,PPL,RU,77,,0,Europe/Moscow
452074,Chuprovo,Chuprovo,57.16758,34.60455,P,PPL,RU,77,,0,Europe/Moscow
452075,Chudiny,Chudiny,57.13249,34.53793,P,PPL,RU,77,,0,Europe/Moscow
452076,Chudinovo,Chudinovo,56.94317,34.26792,P,PPL,RU,77,,0,Europe/Moscow
452077,Chistyaki,Chistyaki,57.30064,34.25013,P,PPL,RU,77,,0,Europe/Moscow
452078,Chigarikha,Chigarikha,56.80902,34.42747,P,PPL,RU,77,,0,Europe/Moscow
452079,Chevakino,Chevakino,57.00951,34.72479,P,PPL,RU,77,,0,Europe/Moscow
452080,Chernigovo,Chernigovo,56.85304,34.60384,P,PPL,RU,77,,0,Europe/Moscow
452081,Chelyadino,Chelyadino,57.14052,34.64193,P,PPL,RU,77,,0,Europe/Moscow
452083,Burchikha,Burchikha,56.81685,34.57251,P,PPL,RU,77,,0,Europe/Moscow
452084,Bunyatino,Bunyatino,57.08881,34.72856,P,PPL,RU,77,,0,Europe/Moscow
452085,Bulatnikovo,Bulatnikovo,56.81082,34.9506,P,PPL,RU,77,,0,Europe/Moscow
452086,Brylevo,Brylevo,57.26103,34.46267,P,PPL,RU,77,,0,Europe/Moscow
452087,Bronnitsa,Bronnitsa,57.31541,34.45051,P,PPL,RU,77,,0,Europe/Moscow
452088,Boyarskoye,Boyarskoye,56.74418,34.9385,P,PPL,RU,77,,0,Europe/Moscow
452089,Brodovo,Brodovo,56.6753,34.83624,P,PPL,RU,77,,0,Europe/Moscow
452090,Borodino,Borodino,57.08636,34.48764,P,PPL,RU,77,,0,Europe/Moscow
452091,Borlino,Borlino,57.31975,34.67397,P,PPL,RU,77,,0,Europe/Moscow
