geonameid,name,asciiname,lat,lon,feature_class,feature_code,country,admin1,admin2,population,timezone
490649,Sonino,Sonino,53.85,36.55,P,PPL,RU,76,,0,Europe/Moscow
490650,Sonino,Sonino,51.6243,34.6096,P,PPL,RU,41,,0,Europe/Moscow
490651,Sonino,Sonino,46.63805,39.00898,P,PPL,RU,61,,0,Europe/Moscow
490652,Sonin-Lug,Sonin-Lug,53.13833,36.79278,P,PPL,RU,56,,0,Europe/Moscow
490656,Songersel’kya,Songersel'kya,62.08333,31.61667,P,PPL,RU,28,,0,Europe/Moscow
490657,Songel’skiy,Songel'skiy,68.74273,30.4826,P,PPL,RU,49,,0,Europe/Moscow
490660,Sonduga-Semënovskoye,Sonduga-Semenovskoye,60.13045,41.94737,P,PPL,RU,85,,0,Europe/Moscow
490661,Sonduga-Marinskaya,Sonduga-Marinskaya,60.12512,41.94577,P,PPL,RU,85,,0,Europe/Moscow
490663,Sondol’skoye,Sondol'skoye,62.33333,38.76667,P,PPL,RU,06,,0,Europe/Moscow
490664,Sondemskiy,Sondemskiy,61.19833,43.81861,P,PPL,RU,06,,0,Europe/Moscow
490666,Sondaly,Sondaly,63.40088,33.37428,P,PPL,RU,28,,0,Europe/Moscow
490669,Sonchino,Sonchino,50.68865,39.50335,P,PPL,RU,86,,0,Europe/Moscow
490671,Sona,Sona,61.78584,32.2129,P,PPL,RU,28,,0,Europe/Moscow
490672,Somy,Somy,55.45,31.05,P,PPL,RU,69,,0,Europe/Moscow
490674,Somovskiye Vyselki,Somovskiye Vyselki,52.68333,40.26667,P,PPL,RU,72,,0,Europe/Moscow
490675,Somovshchina,Somovshchina,57.46194,49.98254,P,PPL,RU,33,,0,Europe/Kirov
490676,Somovo,Somovo,54.15433,41.22731,P,PPL,RU,62,,0,Europe/Moscow
490677,Somovo,Somovo,53.9,36.78333,P,PPL,RU,76,,0,Europe/Moscow
490678,Somovo,Somovo,53.86053,36.51963,P,PPL,RU,76,,0,Europe/Moscow
490679,Somovo,Somovo,53.03302,36.39572,P,PPL,RU,56,,0,Europe/Moscow
490680,Somovo,Somovo,52.8519,34.96445,P,PPL,RU,56,,0,Europe/Moscow
490681,Somovo,Somovo,52.23824,36.88001,P,PPL,RU,56,,0,Europe/Moscow
490682,Somovo,Somovo,51.9427,38.8006,P,PPL,RU,86,,0,Europe/Moscow
490683,Somovo,Somovo,51.7422,39.3659,P,PPL,RU,86,,13729,Europe/Moscow
490684,Somovka,Somovka,56.13244,45.72278,P,PPL,RU,51,,0,Europe/Moscow
490685,Somovka,Somovka,52.31889,40.54694,P,PPL,RU,43,,0,Europe/Moscow
490686,Somovka,Somovka,52.0343,40.6582,P,PPL,RU,72,,0,Europe/Moscow
490687,Somovka,Somovka,51.4904,38.1797,P,PPL,RU,41,,0,Europe/Moscow
490691,Somoda,Somoda,42.30272,46.5368,P,PPL,RU,17,Shamil'skiy Rayon,0,Europe/Moscow
490696,Sominskiy Zavod,Sominskiy Zavod,59.39694,34.81833,P,PPL,RU,42,,0,Europe/Moscow
490701,Somino,Somino,59.33833,34.85556,P,PPL,RU,42,575409,389,Europe/Moscow
490702,Somino,Somino,56.05451,29.48115,P,PPL,RU,60,,0,Europe/Moscow
490703,Somino,Somino,55.78333,33.85,P,PPL,RU,69,,0,Europe/Moscow
490707,Somikha,Somikha,57.14814,45.10207,P,PPL,RU,51,,0,Europe/Moscow
490709,Somenka,Somenka,58.0621,32.78486,P,PPL,RU,52,,0,Europe/Moscow
490715,Soma Vtoraya,Soma Vtoraya,58.58333,51.06667,P,PPL,RU,33,,0,Europe/Kirov
490717,Soma Pervaya,Soma Pervaya,58.58333,51.05,P,PPL,RU,33,,0,Europe/Kirov
490720,Solza,Solza,64.5384,39.5432,P,PPL,RU,06,,0,Europe/Moscow
490722,Solyanskiy,Solyanskiy,52.0772,48.4244,P,PPL,RU,67,,0,Europe/Saratov
490723,Sol’zavod,Sol'zavod,57.4731,57.5649,P,PPLQ,RU,90,,0,Asia/Yekaterinburg
490724,Solyanoye,Solyanoye,56.1392,47.3069,P,PPL,RU,16,,0,Europe/Moscow
490726,Solyanoy,Solyanoy,48.41628,44.43027,P,PPL,RU,84,,0,Europe/Volgograd
490727,Solyanovka,Solyanovka,53.5265,46.291,P,PPL,RU,57,,0,Europe/Moscow
490730,Solyanka,Solyanka,53.33333,52.73333,P,PPL,RU,55,,0,Asia/Yekaterinburg
490731,Solyanka,Solyanka,51.56667,48,P,PPL,RU,67,,0,Europe/Saratov
490732,Solyanka,Solyanka,51.49166,50.08938,P,PPL,RU,67,,0,Europe/Saratov
490733,Solyanka,Solyanka,50.84062,47.10932,P,PPL,RU,67,,0,Europe/Saratov
490734,Solyanka,Solyanka,49.7451,45.38639,P,PPL,RU,84,,0,Europe/Volgograd
490735,Salyanka,Salyanka,48.51733,45.87691,P,PPL,RU,07,,0,Europe/Astrakhan
490736,Solyanka,Solyanka,47.5575,43.52639,P,PPL,RU,84,,0,Europe/Volgograd
490737,Solyanka,Solyanka,46.3889,48.01755,P,PPL,RU,07,,3173,Europe/Astrakhan
490738,Solyanikha,Solyanikha,52.737,49.7549,P,PPL,RU,65,,0,Europe/Samara
490739,Solyanoy,Solyanoy,55.88505,46.67284,P,PPL,RU,16,,0,Europe/Moscow
490743,Sol’vychegodsk,Sol'vychegodsk,61.33046,46.91559,P,PPL,RU,06,,2465,Europe/Moscow
490745,Sol’va,Sol'va,60.40043,59.38164,P,PPLQ,RU,71,,0,Asia/Yekaterinburg
490747,Soluno-Dmitriyevskoye,Soluno-Dmitriyevskoye,44.4074,42.724,P,PPL,RU,70,,3270,Europe/Moscow
490750,Sol’tsy,Sol'tsy,58.12229,30.31831,P,PPLA2,RU,52,,10625,Europe/Moscow
490751,Soltanovo,Soltanovo,58.18501,43.77328,P,PPL,RU,37,,0,Europe/Moscow
490752,Solshur,Solshur,57.91667,52.2,P,PPL,RU,80,,0,Europe/Samara
490754,Solozi,Solozi,59.73333,30.2,P,PPL,RU,42,,0,Europe/Moscow
490762,Solozero,Solozero,64.2881,38.7193,P,PPLQ,RU,06,,0,Europe/Moscow
490763,Solozero,Solozero,63.78333,40.78333,P,PPL,RU,06,,0,Europe/Moscow
490764,Solozero,Solozero,60.58333,35.48333,P,PPL,RU,85,,0,Europe/Moscow
490766,Soloyaz,Soloyaz,54.64378,52.91866,P,PPL,RU,73,,0,Europe/Moscow
490767,Solovoye,Solovoye,53.3585,40.0929,P,PPL,RU,43,,0,Europe/Moscow
490768,Solov’yëv,Solov'yev,50.5191,42.2203,P,PPLQ,RU,84,,0,Europe/Volgograd
490769,Solov’yëvskiy,Solov'yevskiy,54.6805,46.8213,P,PPL,RU,16,,0,Europe/Moscow
490770,Solov’yëvskiy,Solov'yevskiy,52.43871,34.58662,P,PPL,RU,10,,0,Europe/Moscow
490771,Solov’yëvskiy,Solov'yevskiy,51.8,48.66667,P,PPL,RU,67,,0,Europe/Saratov
490772,Solov’yëvskiy,Solov'yevskiy,51.68333,48.36667,P,PPL,RU,67,,0,Europe/Saratov
490773,Solov’yëvskiy,Solov'yevskiy,50.3833,42.6263,P,PPL,RU,84,,0,Europe/Volgograd
490774,Solov’yëvo,Solov'yevo,60.70226,30.47916,P,PPL,RU,42,,0,Europe/Moscow
490775,Solov’yëvo,Solov'yevo,59.22392,42.45788,P,PPL,RU,37,,0,Europe/Moscow
490776,Solov’yëvo,Solov'yevo,58.69023,44.9008,P,PPL,RU,37,,0,Europe/Moscow
490777,Solov’yëvo,Solov'yevo,57.93357,30.34306,P,PPL,RU,52,,0,Europe/Moscow
490778,Solov’yëvo,Solov'yevo,57.7657,30.6006,P,PPL,RU,52,,0,Europe/Moscow
490779,Solov'yëvo,Solov'yevo,56.36667,44.05,P,PPL,RU,51,,0,Europe/Moscow
490780,Solov’yëvo,Solov'yevo,56.20267,42.84273,P,PPL,RU,51,,0,Europe/Moscow
490781,Solov’yëvo,Solov'yevo,56.02066,31.05575,P,PPL,RU,60,,0,Europe/Moscow
490782,Solov’yëvo,Solov'yevo,55.87232,45.02822,P,PPL,RU,51,,0,Europe/Moscow
490783,Solov’yëvo,Solov'yevo,55.75,34.11667,P,PPL,RU,69,,0,Europe/Moscow
490784,Solov’yëvka,Solov'yevka,55.47017,35.5937,P,PPL,RU,47,,0,Europe/Moscow
490785,Solov’yëvo,Solov'yevo,55.33389,35.65056,P,PPL,RU,47,,0,Europe/Moscow
490786,Solov’yëvo,Solov'yevo,54.92592,32.71125,P,PPL,RU,69,,0,Europe/Moscow
490787,Solov’yëvo,Solov'yevo,52.78333,38.45414,P,PPL,RU,43,,0,Europe/Moscow
490788,Solov’yëvka,Solov'yevka,60.76373,30.14699,P,PPL,RU,42,,0,Europe/Moscow
490789,Solov’yëvka,Solov'yevka,56.01667,58.66667,P,PPL,RU,08,,0,Asia/Yekaterinburg
490790,Solov’yëvka,Solov'yevka,55.16667,55.51667,P,PPL,RU,08,,0,Asia/Yekaterinburg
490791,Solov’yëvka,Solov'yevka,54.45092,55.81862,P,PPLQ,RU,08,,0,Asia/Yekaterinburg
490792,Solov’yëvka,Solov'yevka,54.38908,41.17202,P,PPL,RU,62,,0,Europe/Moscow
490793,Solov’yëvka,Solov'yevka,53.92918,41.01874,P,PPL,RU,62,,0,Europe/Moscow
490794,Solov’yëvka,Solov'yevka,53.91667,54.36667,P,PPL,RU,08,,0,Asia/Yekaterinburg
490795,Solov’yëvka,Solov'yevka,53.3,37.21667,P,PPL,RU,76,,0,Europe/Moscow
490796,Solov’yëvka,Solov'yevka,52.68296,37.72173,P,PPL,RU,56,,0,Europe/Moscow
490797,Solov’yëvka,Solov'yevka,52.63333,40.51667,P,PPL,RU,72,,0,Europe/Moscow
490798,Solov’yëvka,Solov'yevka,52.4836,39.3234,P,PPL,RU,43,,0,Europe/Moscow
490799,Solov’yëvka,Solov'yevka,52.231,38.97031,P,PPL,RU,43,,0,Europe/Moscow
490800,Solov’yëvka,Solov'yevka,52.19664,32.18176,P,PPL,RU,10,,329,Europe/Moscow
490801,Solov’yëvka,Solov'yevka,52.02234,36.95822,P,PPL,RU,41,,0,Europe/Moscow
490802,Solov’yëvka,Solov'yevka,51.81073,54.95115,P,PPL,RU,55,,0,Asia/Yekaterinburg
490804,Solov’yëva,Solov'yeva,56.19035,33.01386,P,PPL,RU,77,,0,Europe/Moscow
490805,Solov’yëv,Solov'yev,51.79389,53.56028,P,PPL,RU,55,,0,Asia/Yekaterinburg
490806,Solov’yëv,Solov'yev,49.1,45.28333,P,PPL,RU,84,,0,Europe/Volgograd
490807,Solov’yëv,Solov'yev,48.63611,44.29556,P,PPL,RU,84,,0,Europe/Volgograd
490808,Solov’yanovka,Solov'yanovka,54.36972,42.48917,P,PPL,RU,62,,0,Europe/Moscow
490809,Solov’yanovka,Solov'yanovka,53.30716,32.93897,P,PPL,RU,10,,0,Europe/Moscow
490810,Solov’yanovka,Solov'yanovka,53.00608,42.35887,P,PPL,RU,72,,0,Europe/Moscow
490811,Solovtsovo,Solovtsovo,58.8578,36.363,P,PPL,RU,85,,0,Europe/Moscow
490812,Solovtsovo,Solovtsovo,56.08472,49.27306,P,PPL,RU,73,,0,Europe/Moscow
490813,Solovtsovo,Solovtsovo,55.45944,33.67306,P,PPL,RU,69,,0,Europe/Moscow
490814,Solovtsovo,Solovtsovo,55.08279,38.70562,P,PPL,RU,47,,0,Europe/Moscow
490815,Solovtsovo,Solovtsovo,53.79107,45.09299,P,PPL,RU,57,,0,Europe/Moscow
490816,Gastënka,Gastenka,52.65492,32.09582,P,PPL,RU,10,,0,Europe/Moscow
490817,Solovo,Solovo,56.04992,31.89697,P,PPL,RU,77,,0,Europe/Moscow
490818,Solovo,Solovo,55.11235,40.52725,P,PPL,RU,62,,0,Europe/Moscow
490820,Solovki,Solovki,52.87188,36.51623,P,PPL,RU,56,,0,Europe/Moscow
490821,Solovitsy,Solovitsy,55.5,33.95,P,PPL,RU,69,,0,Europe/Moscow
490822,Solovitsa,Solovitsa,57.56834,41.87495,P,PPL,RU,21,,0,Europe/Moscow
490823,Solov’i,Solov'i,58.23653,48.20185,P,PPL,RU,33,,0,Europe/Kirov
490824,Solov’i,Solov'i,57.9739,51.8485,P,PPL,RU,33,,0,Europe/Kirov
490825,Solov’i,Solov'i,57.36667,48.08333,P,PPL,RU,33,,0,Europe/Kirov
490826,Solov’i,Solov'i,57.02749,31.47402,P,PPL,RU,52,,0,Europe/Moscow
490829,Solovetskoye,Solovetskoye,59.06363,47.28373,P,PPL,RU,37,,0,Europe/Moscow
490830,Solovetskoye,Solovetskoye,58.7826,48.81041,P,PPL,RU,33,,0,Europe/Kirov
490831,Solovetskoye,Solovetskoye,58.55124,47.12972,P,PPL,RU,33,,0,Europe/Kirov
490836,Soloven’ki,Soloven'ki,54.47769,32.98904,P,PPL,RU,69,,0,Europe/Moscow
490837,Solovchikha,Solovchikha,52.9465,47.79073,P,PPL,RU,81,,0,Europe/Ulyanovsk
490838,Salavaty,Salavaty,56.8405,56.70958,P,PPL,RU,90,,0,Asia/Yekaterinburg
490839,Solovachëvo,Solovachevo,53.8738,40.4972,P,PPL,RU,62,,0,Europe/Moscow
490842,Solova,Solova,52.41656,32.63577,P,PPL,RU,10,,0,Europe/Moscow
490844,Soloti,Soloti,50.2805,38.0489,P,PPL,RU,09,,0,Europe/Moscow
490846,Solotcha,Solotcha,54.7897,39.83336,P,PPL,RU,62,,2481,Europe/Moscow
490849,Soloslovo,Soloslovo,55.6918,37.14428,P,PPL,RU,47,,0,Europe/Moscow
490850,Solopovo Vtoroye,Solopovo Vtoroye,54.78373,38.72626,P,PPL,RU,47,,0,Europe/Moscow
490851,Solopovo Pervoye,Solopovo Pervoye,54.76667,38.73333,P,PPL,RU,47,,0,Europe/Moscow
490852,Solopovo,Solopovo,55.10722,33.91639,P,PPL,RU,69,,0,Europe/Moscow
490854,Solopenki,Solopenki,54.54476,36.99721,P,PPL,RU,76,,0,Europe/Moscow
490855,Solonyy,Solonyy,50.36667,43.8,P,PPL,RU,84,,0,Europe/Volgograd
490856,Solonyy,Solonyy,44.63306,39.21667,P,PPL,RU,38,,0,Europe/Moscow
490857,Solontsy,Solontsy,50.06667,40.51667,P,PPLX,RU,86,,0,Europe/Moscow
490858,Solontsy,Solontsy,54.25,56.86667,P,PPL,RU,08,,0,Asia/Yekaterinburg
490859,Solontsy,Solontsy,52.61667,43.56667,P,PPL,RU,57,,0,Europe/Moscow
490861,Solontsy,Solontsy,51.30882,39.44707,P,PPL,RU,86,,0,Europe/Moscow
490862,Solontsy,Solontsy,50.6174,40.7037,P,PPL,RU,86,,0,Europe/Moscow
490863,Solontsy,Solontsy,48.50389,41.47694,P,PPLQ,RU,61,,0,Europe/Moscow
490864,Solontsovskiy,Solontsovskiy,51.0493,40.917,P,PPL,RU,86,,0,Europe/Moscow
490865,Solontsovskiy,Solontsovskiy,50.1772,42.40521,P,PPL,RU,84,,0,Europe/Volgograd
490866,Solontsovskiy,Solontsovskiy,49.8,41.308,P,PPL,RU,61,,0,Europe/Moscow
490867,Solontsovskiy,Solontsovskiy,49.65818,41.94367,P,PPL,RU,61,,0,Europe/Moscow
490869,Solontsovka,Solontsovka,52.32915,41.79585,P,PPL,RU,72,,0,Europe/Moscow
490870,Solontsovka,Solontsovka,51.1308,41.043,P,PPL,RU,86,,0,Europe/Moscow
490871,Solonskoye,Solonskoye,55.98985,43.42605,P,PPL,RU,51,,0,Europe/Moscow
490873,Solonovo,Solonovo,58.7,33.31667,P,PPL,RU,52,,0,Europe/Moscow
490875,Solonovka,Solonovka,53.79064,34.92816,P,PPL,RU,25,,0,Europe/Moscow
490876,Solonovka,Solonovka,52.58333,53.6,P,PPL,RU,55,,0,Asia/Yekaterinburg
490880,Solonka,Solonka,50.19903,41.46533,P,PPL,RU,84,,0,Europe/Volgograd
490882,Solonitsko,Solonitsko,58.13713,30.71271,P,PPL,RU,52,,0,Europe/Moscow
490885,Solonitsy,Solonitsy,59.36992,32.48542,P,PPL,RU,42,,0,Europe/Moscow
490886,Soloniki,Soloniki,58.8,49.21667,P,PPL,RU,33,,0,Europe/Kirov
490887,Solonikha,Solonikha,55.90252,45.8556,P,PPL,RU,51,,0,Europe/Moscow
490888,Solonik,Solonik,58.70833,33.17944,P,PPLQ,RU,52,,0,Europe/Moscow
490889,Soloni,Soloni,58.9,30.81667,P,PPL,RU,42,,0,Europe/Moscow
490890,Solonets-Zablotskiy,Solonets-Zablotskiy,54.95214,30.97107,P,PPL,RU,69,,0,Europe/Moscow
490891,Solonets-Polyana,Solonets-Polyana,50.78438,37.73615,P,PPL,RU,09,,0,Europe/Moscow
490892,Solonetskiy,Solonetskiy,48.53843,42.28085,P,PPL,RU,61,,0,Europe/Moscow
490893,Solonets-Butsevich,Solonets-Butsevich,54.96667,30.96667,P,PPL,RU,69,,0,Europe/Moscow
490894,Solonets,Solonets,52.57306,39.92278,P,PPL,RU,43,,0,Europe/Moscow
490895,Soloner,Soloner,56.96167,48.11861,P,PPL,RU,45,,0,Europe/Moscow
490897,Solonchanka,Solonchanka,52.19056,59.56361,P,PPL,RU,55,,0,Asia/Yekaterinburg
490901,Solonaya,Solonaya,59.28923,51.16349,P,PPL,RU,33,,0,Europe/Kirov
490902,Solomykovskiye Dvory,Solomykovskiye Dvory,51.46278,36.1025,P,PPL,RU,41,,0,Europe/Moscow
490903,Solomykovo,Solomykovo,55.32235,37.97309,P,PPL,RU,47,,0,Europe/Moscow
490904,Solomova,Solomova,55.19346,39.26691,P,PPL,RU,47,,0,Europe/Moscow
490905,Solomonovka,Solomonovka,54.07528,34.47861,P,PPL,RU,25,,0,Europe/Moscow
490906,Solomino,Solomino,57.54549,48.34765,P,PPL,RU,33,,0,Europe/Kirov
490907,Solomino,Solomino,55.18693,40.56001,P,PPL,RU,62,,0,Europe/Moscow
490908,Solomino,Solomino,52.5176,35.2424,P,PPL,RU,56,,0,Europe/Moscow
490909,Solomino,Solomino,50.50755,36.64019,P,PPL,RU,09,,0,Europe/Moscow
490910,Solominka,Solominka,53.18181,42.64587,P,PPL,RU,57,,0,Europe/Moscow
490911,Solomina,Solomina,51.89,35.77028,P,PPL,RU,41,,0,Europe/Moscow
490912,Solomidovo,Solomidovo,56.75,38.7,P,PPL,RU,88,,0,Europe/Moscow
490913,Solomeyevshchina,Solomeyevshchina,58.17209,32.8742,P,PPL,RU,52,,0,Europe/Moscow
490914,Solomenskoye,Solomenskoye,44.21667,44.35278,P,PPL,RU,70,,3096,Europe/Moscow
490916,Solomennyy,Solomennyy,52.23333,44.21667,P,PPL,RU,67,,0,Europe/Saratov
490918,Solomennoye,Solomennoye,61.84423,34.36777,P,PPL,RU,28,,400,Europe/Moscow
490919,Solomenniki,Solomenniki,57,54.03333,P,PPL,RU,80,,0,Europe/Samara
490920,Solomel’,Solomel',58.78333,33.43333,P,PPL,RU,52,,0,Europe/Moscow
490925,Solombala,Solombala,64.57757,40.52965,P,PPLX,RU,06,,0,Europe/Moscow
490926,Solomaty,Solomaty,56.74616,42.91144,P,PPL,RU,51,,0,Europe/Moscow
490928,Salomatin,Salomatin,50.6276,42.8259,P,PPL,RU,84,,0,Europe/Volgograd
490929,Salomasovo,Salomasovo,54.55457,37.24636,P,PPL,RU,76,,0,Europe/Moscow
490930,Karpovo,Karpovo,56.56292,28.44978,P,PPL,RU,60,,0,Europe/Moscow
490934,Solokhino,Solokhino,58.53944,33.60861,P,PPLQ,RU,52,,0,Europe/Moscow
490935,Solokhi,Solokhi,50.53785,36.15591,P,PPL,RU,09,,0,Europe/Moscow
490936,Solokhaul,Solokhaul,43.79896,39.67666,P,PPL,RU,38,,0,Europe/Moscow
490938,Sologubovka,Sologubovka,59.7,31.11667,P,PPL,RU,42,,0,Europe/Moscow
490939,Sologovskoye,Sologovskoye,57.41667,37.51667,P,PPL,RU,77,,0,Europe/Moscow
490940,Sologino,Sologino,56.19882,35.80787,P,PPL,RU,47,,0,Europe/Moscow
490942,Solodyanki,Solodyanki,57.21667,52.23333,P,PPL,RU,80,,0,Europe/Samara
490945,Solody,Solody,57.59419,54.13715,P,PPL,RU,90,,0,Asia/Yekaterinburg
490946,Solodushino,Solodushino,49.96073,45.42169,P,PPL,RU,84,,0,Europe/Volgograd
490947,Solodskiy,Solodskiy,51.05,43.38333,P,PPL,RU,67,,0,Europe/Saratov
490949,Solodozha,Solodozha,58.06667,34.05,P,PPL,RU,77,,0,Europe/Moscow
490951,Solodovo,Solodovo,60.37866,29.64661,P,PPL,RU,42,,0,Europe/Moscow
490952,Solodova,Solodova,55.84282,35.91548,P,PPL,RU,47,472430,0,Europe/Moscow
490954,Solodovka,Solodovka,48.6741,45.3894,P,PPL,RU,84,,0,Europe/Volgograd
490955,Solodniki,Solodniki,48.40829,45.27787,P,PPL,RU,07,,0,Europe/Astrakhan
490956,Solodkovskiy,Solodkovskiy,45.56989,38.03371,P,PPL,RU,38,,0,Europe/Moscow
490957,Solodkov,Solodkov,50.85,42.65,P,PPL,RU,84,,0,Europe/Volgograd
490958,Solodka,Solodka,58.83788,33.14811,P,PPL,RU,52,,0,Europe/Moscow
490959,Solodilovo Vtoroye,Solodilovo Vtoroye,53.41667,38.01667,P,PPLX,RU,76,,0,Europe/Moscow
490960,Solodilovo Pervoye,Solodilovo Pervoye,53.41116,38.00553,P,PPLX,RU,76,,0,Europe/Moscow
490961,Solodilovo,Solodilovo,53.4087,38.00482,P,PPL,RU,76,,0,Europe/Moscow
490962,Solodilova,Solodilova,55.90583,33.04444,P,PPL,RU,77,,0,Europe/Moscow
490965,Solodcha,Solodcha,49.64504,44.29056,P,PPL,RU,84,,0,Europe/Volgograd
490966,Solobsko,Solobsko,58.13333,31.08713,P,PPL,RU,52,,0,Europe/Moscow
490967,Solnyshkovo,Solnyshkovo,55.11925,37.48562,P,PPL,RU,47,,0,Europe/Moscow
490970,Solntsevo,Solntsevo,56.61667,37.88333,P,PPL,RU,47,,0,Europe/Moscow
490971,Solntsevo,Solntsevo,55.63711,37.38115,P,PPLX,RU,48,,120000,Europe/Moscow
490972,Solntsevo,Solntsevo,53.3387,40.1289,P,PPL,RU,43,,0,Europe/Moscow
490973,Solntsevo,Solntsevo,53.03634,35.69554,P,PPL,RU,56,,0,Europe/Moscow
490974,Solntsevo,Solntsevo,52.95668,35.88584,P,PPL,RU,56,,0,Europe/Moscow
490975,Solntsevo,Solntsevo,52.464,41.16026,P,PPL,RU,72,,0,Europe/Moscow
490976,Solntsevo,Solntsevo,51.41552,36.75667,P,PPLA2,RU,41,,4374,Europe/Moscow
490977,Solntsevo,Solntsevo,51.4,36.75,P,PPL,RU,41,,0,Europe/Moscow
490978,Solntsevo,Solntsevo,51.19405,37.2592,P,PPL,RU,09,,0,Europe/Moscow
490980,Solntsev Bereg,Solntsev Bereg,58.26667,30.18333,P,PPL,RU,52,,0,Europe/Moscow
490982,Solntse-Dubrava,Solntse-Dubrava,51.9669,39.2077,P,PPL,RU,86,,0,Europe/Moscow
490983,Solntsedar,Solntsedar,44.5725,38.02639,P,PPLX,RU,38,,0,Europe/Moscow
490986,Solnechnyy,Solnechnyy,51.71667,53.08333,P,PPL,RU,55,,0,Asia/Yekaterinburg
490987,Solnechnyy,Solnechnyy,51.71667,46.75,P,PPL,RU,67,,0,Europe/Saratov
490988,Solnechnyy,Solnechnyy,46.2729,44.2373,P,PPL,RU,24,,0,Europe/Moscow
490989,Solnechnyy,Solnechnyy,44.21167,42.4725,P,PPL,RU,27,,0,Europe/Moscow
490992,Solnechnoye,Solnechnoye,60.85489,30.26978,P,PPL,RU,42,6695196,0,Europe/Moscow
490993,Solnechnoye,Solnechnoye,60.15612,29.94753,P,PPL,RU,66,,1370,Europe/Moscow
490994,Solnechnoye,Solnechnoye,54.03694,38.76629,P,PPL,RU,62,,0,Europe/Moscow
490996,Solnechnogorsk,Solnechnogorsk,56.17527,36.97082,P,PPLA2,RU,47,,58891,Europe/Moscow
490997,Solnechnodol’sk,Solnechnodol'sk,45.2955,41.4948,P,PPL,RU,70,,0,Europe/Moscow
491000,Solnechnaya Polyana,Solnechnaya Polyana,43.3,41.63333,P,PPL,RU,27,,0,Europe/Moscow
491001,Solnechnaya,Solnechnaya,58.605,33.75583,P,PPL,RU,52,,0,Europe/Moscow
491002,Solnechnaya,Solnechnaya,56.30313,33.61243,P,PPL,RU,77,,0,Europe/Moscow
491003,Solnechnaya,Solnechnaya,55.0292,32.57971,P,PPL,RU,69,,0,Europe/Moscow
491004,Solna,Solna,54.08757,32.98881,P,PPL,RU,69,,0,Europe/Moscow
491007,Solmonskoye,Solmonskoye,59.17839,37.94956,P,PPL,RU,85,,104,Europe/Moscow
491008,Solmanovo,Solmanovo,55.6289,37.19158,P,PPL,RU,47,,0,Europe/Moscow
491011,Solman,Solman,60.08333,56.01667,P,PPL,RU,90,,0,Asia/Yekaterinburg
491014,Sol’ka,Sol'ka,52.58726,33.92474,P,PPL,RU,10,,0,Europe/Moscow
491019,Sol’-Iletsk,Sol'-Iletsk,51.16239,54.99157,P,PPLA2,RU,55,,27419,Asia/Yekaterinburg
491020,Solikh’yanskiy,Solikh'yanskiy,51.73333,57.56667,P,PPL,RU,08,,0,Asia/Yekaterinburg
491023,Solikamsk,Solikamsk,59.66686,56.74267,P,PPLA2,RU,90,,100812,Asia/Yekaterinburg
491025,Soligalich,Soligalich,59.0784,42.28713,P,PPLA2,RU,37,,6886,Europe/Moscow
491026,Salidovka,Salidovka,51.15019,56.04307,P,PPL,RU,55,,0,Asia/Yekaterinburg
491027,Solidarnost’,Solidarnost',52.59155,38.57977,P,PPL,RU,43,,0,Europe/Moscow
491029,Solginskiy,Solginskiy,61.05,41.34278,P,PPL,RU,06,,1802,Europe/Moscow
491031,Saleyevka,Saleyevka,52.09237,36.01415,P,PPL,RU,41,,0,Europe/Moscow
491032,Solevanka,Solevanka,62.35,50.68333,P,PPL,RU,34,,0,Europe/Moscow
491034,Solënyy Klyuch,Solenyy Klyuch,55.23333,46.28333,P,PPL,RU,16,,0,Europe/Moscow
491036,Solënyy,Solenyy,54.95,57.71667,P,PPL,RU,13,,0,Asia/Yekaterinburg
491037,Solënyy,Solenyy,53.55,56.26667,P,PPL,RU,08,,0,Asia/Yekaterinburg
491038,Solënyy,Solenyy,51.58333,53.98333,P,PPL,RU,55,,0,Asia/Yekaterinburg
491039,Solënyy,Solenyy,47.07442,41.24793,P,PPL,RU,61,,0,Europe/Moscow
491040,Solënyy,Solenyy,46.3072,46.6895,P,PPL,RU,07,,0,Europe/Astrakhan
491041,Solënyy,Solenyy,44.89806,42.85417,P,PPL,RU,70,,0,Europe/Moscow
491042,Solënyy,Solenyy,44.69349,39.26623,P,PPL,RU,38,,0,Europe/Moscow
491043,Solenyy,Solenyy,42.95,44.03333,P,PPL,RU,68,,0,Europe/Moscow
491044,Solënoye Zaymishche,Solenoye Zaymishche,47.9192,46.1353,P,PPL,RU,07,,0,Europe/Astrakhan
491045,Solënoye Ozero,Solenoye Ozero,45.26889,42.84778,P,PPL,RU,70,,0,Europe/Moscow
491052,Solënoye,Solenoye,46.23111,42.54222,P,PPL,RU,24,,0,Europe/Moscow
491053,Solënoye,Solenoye,44.0454,40.8849,P,PPL,RU,38,,0,Europe/Moscow
491054,Solënovskaya,Solenovskaya,47.5224,42.1879,P,PPL,RU,61,,0,Europe/Moscow
491055,Solënka,Solenka,48.17111,41.69056,P,PPLQ,RU,61,,0,Europe/Moscow
491056,Solënaya Rechka,Solenaya Rechka,51.65,58.8,P,PPL,RU,55,,0,Asia/Yekaterinburg
491059,Soldyr’,Soldyr',58.15,52.7744,P,PPL,RU,80,,211,Europe/Samara
491060,Soldybayevo,Soldybayevo,55.87003,48.13869,P,PPL,RU,16,,0,Europe/Moscow
